title,creator,date,description,subjects,location,latitude,longitude,collection,identifier,type,format,language,rights,rightsstatement,object-id
"GAR Camp, ca. 1898","Barkhuff, William Delbert",1898-5-2,Camp set up in Pullman.  Horse and carriage in lower right corner.  Houses on hill in background.,Camps--Washington (State)--Pullman; Carts &amp; wagons--Washington (State)--Pullman; Horses--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Hills--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n09,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,189
Pullman,"Barkhuff, William Delbert",190u,Train in center of photograph.  Buildings in background.,Railroads--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n10,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,190
Pullman and WAC,"Barkhuff, William Delbert",1905-03-17,View of Washington Agriculture College on hill.  Railroad tracks and buildings in foreground.,Washington State University--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman--Washington State University,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n11,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,191
WAC Scenes,"Barkhuff, William Delbert",190u,View of buildings and houses in Pullman.,Houses--Washington (State)--Pullman; Buildings--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,192
Baptist Church # 73,"Barkhuff, William Delbert",189u,Baptist church on temporary foundation.  Walkway in lower left corner.  People surrounding church.,Churches--Washington (State)--Pullman; Walkways--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f12n12,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,193
WAC Scenes,"Barkhuff, William Delbert",190u,Steam engine and car on left.  Men gathered around overturned railroad car on right.  Fence in lower left corner.  Power pole in center of picture.,Railroad tracks--Washington (State)--Pullman; Railroads--Washington (State)--Pullman; Men--Washington (State)--Pullman; Fences--Washington (State)--Pullman; Utility poles--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n14,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,194
"GAR Camp, ca. 1898","Barkhuff, William Delbert",1898-5-2,Camp set up in Pullman.  Flag in upper left corner.,Flag--United States--Washington (State)--Pullman; Camps--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n15,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,195
WAC Scenes,"Barkhuff, William Delbert",190u,Men gathered around overturned railroad car.,Railroads--Washington (State)--Pullman; Railroad tracks--Washington (State)--Pullman; Men--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n16,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,196
WAC Scenes,"Barkhuff, William Delbert",1905-03-09,View of Pullman from Washington State Agriculture College.,Cityscapes--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n17,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,197
House,"Barkhuff, William Delbert",1905-03-08,House with two children on front stoop.  Trees and fence in foreground.,Trees--Washington (State)--Pullman; Houses--Washington (State)--Pullman; Fences--Washington (State)--Pullman; Children--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f09n18,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,198
Martha Washington Rock,"Barkhuff, William Delbert",189u,Large rock with Colfax in background.,Rocks--Washington (State)--Colfax,North and Central America--United States--Washington (state)--Whitman county--Colfax,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f10n01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,199
"Mill Race, Colfax, May 24, 1896","Barkhuff, William Delbert",1896-05-24,"Mill race in Colfax, WA.",Mills--Washington (State)--Colfax,North and Central America--United States--Washington (state)--Whitman county--Colfax,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f10n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,200
Man Standing on Rock Outcropping,"Barkhuff, William Delbert",189u,Man standing on outcropping rock.  Colfax below in background.,Men--Washington (State)--Colfax; Rocks--Washington (State)--Colfax,North and Central America--United States--Washington (state)--Whitman county--Colfax,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f10n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,201
Colfax College,"Barkhuff, William Delbert",189u,Colfax College on hill.  Houses and buildings below.  Bridge on left over river.,Colfax College--Washington (State)--Colfax; Schools--Washington (State)--Colfax; Houses--Washington (State)--Colfax; Hills--Washington (State)--Colfax; Buildings--Washington (State)--Colfax; Bridges--Washington (State)--Colfax; Rivers--Washington (State)--Colfax,North and Central America--United States--Washington (state)--Whitman county--Colfax,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f10n04,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,202
"Pullman High School, ca. 1898","Barkhuff, William Delbert",1905-03-06,Pullman High School with buildings in foreground.,Pullman High School--Washington (State)--Pullman; Schools--Washington (State)--Pullman,North and Central America--United States--Washington (state)--Whitman county--Pullman,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f11n01,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,203
St. Scholastica Academy,"Barkhuff, William Delbert",189u,Building with nuns and children standing in front.,Buildings--Washington (State); Nuns--Washington (State); Children--Washington (State),North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f11n02,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,204
Rolling Green School 1896,"Barkhuff, William Delbert",1905-03-10,"Rolling Green School West Colton, 1896.  Children and adults standing outside school building.",Children--Washington (State)--Colton; Schools--Washington (State)--Colton; Students--Washington (State)--Colton; Women--Washington (State)--Colton; Men--Washington (State)--Colton,North and Central America--United States--Washington (state)--Whitman county--Colton,,,"Is found in PC 7, William Delbert Barkhuff Photographs http://libraries.wsu.edu/masc/finders/pc7.htm at Washington State University Libraries&#x27; Manuscripts, Archives, and Special Collections (MASC) http://libraries.wsu.edu/masc",pc007f11n03,image,image/jpg,English,http://rightsstatements.org/vocab/InC/1.0/,In copyright. Item is in copyright until 70 years after the 1959 death of the author.,205
