title,creator,date,description,subjects,publisher,identifier,rights,source,format,type,datedig,language,pub-type,number,object-id
Sulfur fertilizer improves yield and quality of soft white winter wheat,"Harder, Roger W., 1917-; Thiessen, Wayne L.",1971-05-01,"4 p.: ill., map; 28 cm.",crop quality; crop yield; soft white wheat; sulfur fertilizers; winter wheat; Sulfur fertilizers--Idaho; Winter wheat--Fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0165,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),165,27763
What is a Council of Governments?,"Tankersley, Howard C., 1934-",1971-08-01,1 sheet; 28 cm.,local government; Local government--Idaho; Regional planning districts--Idaho,University of Idaho. Agricultual Extension Service,uica_cis0169,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Libra",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),169,27766
Diseases causing infertility and abortion in cattle,"Hall, Richard F.",1971-06-01,3 p.; 28 cm.,abortion (animals); animal fertility; cattle diseases; Cattle--Diseases; Cattle--Infertility; Abortion in animals,University of Idaho. Agricultural Extension Service,uica_cis0166,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),166,27773
Calf scours research,"Ward, Alton C.S., 1940-",1971-08-01,1 sheet; 28 cm.,cattle diseases; Calves--Diseases--Research--Idaho; Scours--Research--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0170,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),170,27776
Hard red winter wheat: the effects of seeding date and nitrogen fertilization on yield and quality,"McKay, Hugh C.",1971-09-01,1 sheet; 28 cm.,crop quality; crop yield; hard red winter wheat; nitrogen fertilizers; planting date; Winter wheat--Planting time--Idaho; Nitrogen fertilizers--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0171,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),171,27779
Food additives,"Wilson, Esther H.",1971-09-01,1 sheet; 28 cm.,food additives; Food additives,University of Idaho. Agricultural Extension Service,uica_cis0172,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),172,27782
Landscape your home grounds,"Horn, Anton S.",1971-06-01,4 p.: ill.; 28 cm.,landscaping; Landscape architecture,University of Idaho. Agricultural Extension Service,uica_cis0168,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),168,27791
Storing food in your home,"Huber, D.M.; Wilson, Esther H.",1977-02-01,4 p.; 28 cm.,home food storage; Food--Storage; Household supplies--Storage; Emergency management,University of Idaho. Agricultural Extension Service,uica_cis0173,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),173,27796
Dyers woad: search and destroy,"Higgins, Robert E.; Tovey, DeVere",1977-02-01,1 sheet :ill.; 28 cm.,Isatis tinctoria; weed control; Woad (Plant)--Control--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0176,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),176,27799
PSE: a pork problem,"Jacobs, John A., 1939-",1972-03-01,1 sheet; 28 cm.,carcass quality; meat quality; pork; Pork; Meat--Quality,University of Idaho. Agricultural Extension Service,uica_cis0177,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),177,27802
Toxicity of insecticides to insect pollinators,"Portman, Ronald W.",1972-05-01,1 sheet; 28 cm.,insecticides; pollinators; Insecticides--Toxicology,University of Idaho. Agricultural Extension Service,uica_cis0184,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),184,27805
Reseeding semiarid rangeland,"Harris, Harold Lynn, 1913-; Slinkard, Alfred E., 1931-",1972-03-01,1 sheet; 28 cm.,land restoration; rangelands; Rangelands--Revegetation--Idaho,University of Idaho. Agricultural Extension Service,uica_cis0179,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),179,27808
Control soil crusting with phosphoric acid,"Robbins, Charles W.; Carter, David L., 1933-; Leggett, Glen E., 1922-",1972-06-01,1 sheet :ill.; 28 cm.,phosphoric acid; soil crusts; Sugar beet--Soils; Soil solutions; Phosphoric acid,University of Idaho. Agricultural Extension Service,uica_cis0187,"http://rightsstatements.org/page/InC-EDU/1.0/?language=en | Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction rights granted by the University of Idaho Library. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives department at libspec@uidaho.edu.",Special Collections Idaho S 53 (Between E3 - E415),application/pdf,text,2013,eng,Current Information Series (University of Idaho. College of Agriculture),187,27811
