title,creator,date,aprox,description,subjects,location,region,latitude,longitude,orig-id,source,format,type,link,object-id
"Morrow Retail Stores, (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of Crowley&apos;s Grocery, a Cash and Carry, a part of the Morrow Retail Stores located on Bank Street in Wallace, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County,,47.472453,-115.925456,PG 8-X758i,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/807,807
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of The Idaho Wholesale Co. Inc., a part of the Morrow Retail Stores, located in Wallace, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472268,-115.925124,PG 8-X758j,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/808,808
"Morrow Retail Stores, Burke (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of an unidentified grocery store associated with the Morrow Retail Stores in Burke, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Burke,Burke,47.519323,-115.823278,PG 8-X758l,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/809,809
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view The Otterson Dry Goods Co., LTD., E.R. Denny, located in Wallace, Idaho, before the store name was put on the building, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472278,-115.925164,PG 8-X758m,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/810,810
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view The Otterson Dry Goods Co., LTD., E.R. Denny, located in Wallace, Idaho, after the store name was put on the building, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472288,-115.925174,PG 8-X758n,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/811,811
"Morrow Retail Stores, Burke (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view of an unidentified grocery store associated with the Morrow Retail Stores in Burke, Idaho, 1925.",retail stores,United States--Idaho--Shoshone County--Burke,Burke,47.519313,-115.823268,PG 8-X758k,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/812,812
"Morrow Retail Stores, Wallace (Idaho), 1925","Barnard Studio (Wallace, Idaho)",1925,yes,"Exterior view The Otterson Dry Goods Co., LTD., E.R. Denny, located in Wallace, Idaho, before the store name was put on the building, 1925.",retail stores,United States--Idaho--Shoshone County--Wallace,Wallace,47.472298,-115.925184,PG 8-X758o,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/813,813
"Burke (Idaho), Fire, 1923","Barnard Studio (Wallace, Idaho)",7/13/1923,,"Images shows smoke rising from the smoldering ground in Burke after the fire July 13, 1923 which destroyed Hecla Mine.",firestownssmokegroups of people,United States--Idaho--Shoshone County--Burke,Burke,47.520673,-115.815833,PG 8-X689c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/814,814
Unidentified Mine,"Barnard Studio (Wallace, Idaho)",1925,yes,Image of an unidentified mine taken for Moore Creek Leasing Co. in 1925.,mines (extracting complexes)mountains,United States--Idaho--Shoshone County,,,,PG 8-X759a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/815,815
Unidentified Mine,"Barnard Studio (Wallace, Idaho)",1925,yes,Image of an unidentified mine taken for Moore Creek Leasing Co. in 1925.,mines (extracting complexes)mountains,United States--Idaho--Shoshone County,,,,PG 8-X759b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/816,816
Unidentified Mine,"Barnard Studio (Wallace, Idaho)",1925,yes,Image of an unidentified mine taken for Moore Creek Leasing Co. in 1925.,mines (extracting complexes)mountains,United States--Idaho--Shoshone County,,,,PG 8-X759c,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/817,817
"Morning Mine and Mill Mullan (Idaho), 1923","Barnard Studio (Wallace, Idaho)",6/1/1923,yes,"Panoramic view of Morning Mine and Mill near Mullan, Idaho, June 1923.",mines (extracting complexes)mines (buildings)mills (buildings),United States--Idaho--Shoshone County--Mullan,Mullan,47.480001,-115.790001,PG 8-X691,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/818,818
"Sliver Cliff Mine, Pottsville (Idaho), Still, 1923","Barnard Studio (Wallace, Idaho)",1923,yes,"Image shows a Still near Silver Cliff Mine above Pottsville, Idaho. Charlie Bloom is on the left and Sheriff Rene Edward Weniger is on the right.",distilleriespeopletrees,United States--Idaho--Shoshone County--Pottsville,Lookout Pass,47.462326,-116.694533,PG 8-X692,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/819,819
"Burke (Idaho), Fire, 1923","Barnard Studio (Wallace, Idaho)",7/13/1923,,"Burke after the fire July 13, 1923, which destroyed Hecla Mine.",firestowns,United States--Idaho--Shoshone County--Burke,Burke,47.520663,-115.815843,PG 8-X693b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/820,820
"Wallace (Idaho), City Meat Market","Barnard Studio (Wallace, Idaho)",1920,yes,"Employees of the City Meat Market in Wallace, Idaho, ca. 1920s.",commercial buildingsgroups of people,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X694,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/821,821
"Wallace (Idaho), City Meat Market","Barnard Studio (Wallace, Idaho)",1920,yes,"Man stands by sides of beef at the slaughterhouse for the City Meat Market in Wallace, Idaho, ca. 1920s.",,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X695a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/822,822
"Wallace (Idaho), City Meat Market","Barnard Studio (Wallace, Idaho)",1920,yes,"Beef at the slaughterhouse for the City Meat Market in Wallace, Idaho, ca. 1920s.",,United States--Idaho--Shoshone County--Wallace,Wallace,,,PG 8-X695b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/823,823
"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1924","Barnard Studio (Wallace, Idaho)",8/6/1924,,"Bunker Hill and Sullivan Mill Aug. 6, 1924, a barren landscape from logging is in the background of image.",mills (buildings)timber (lumber),United States--Idaho--Shoshone County--Kellogg,Masonia,47.449392,-116.17934,PG 8-X699a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/824,824
"Bunker Hill and Sullivan Mill, Kellogg (Idaho), 1924","Barnard Studio (Wallace, Idaho)",8/6/1924,,"Bunker Hill and Sullivan Mill Aug. 6, 1924, a barren landscape from logging is in the background of image.",mills (buildings)timber (lumber),United States--Idaho--Shoshone County--Kellogg,Masonia,47.449382,-116.17924,PG 8-X699b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/825,825
"Bunker Hill and Sullivan Smelter, Smelterville (Idaho), 1924","Barnard Studio (Wallace, Idaho)",8/6/1924,,"Bunker Hill and Sullivan Smelter, Bradley in Smelterville, Idaho, August 6, 1924.",smelters (metalworking plants)factories (structures),United States--Idaho--Shoshone County--Smelterville,Kellogg West,47.545263,-116.163388,PG 8-X700a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/826,826
"Bunker Hill and Sullivan Smelter, Smelterville (Idaho), 1924","Barnard Studio (Wallace, Idaho)",8/6/1924,,"Bunker Hill and Sullivan Smelter, Bradley in Smelterville, Idaho, August 6, 1924.",smelters (metalworking plants)factories (structures),United States--Idaho--Shoshone County--Smelterville,Kellogg West,47.545233,-116.163399,PG 8-X700b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/827,827
"Custer Mill, Sunset (Idaho)","Barnard Studio (Wallace, Idaho)",1914,yes,A picture looking up at the mill,mills (buildings),United States--Idaho--Shoshone--Sunset,Burke,47.559109,-115.836601,PG 8-X432,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/828,828
"Gyde Taylor Block, Wallace (Idaho), 1916","Barnard Studio (Wallace, Idaho)",1916,yes,Automobiles seen on display,automobiles,United States--Idaho--Shoshone--Wallace,Wallace,,,PG 8-X435b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/829,829
"Cleveland and Morning No. 2 Mills, Mace (Idaho) , 1917","Barnard Studio (Wallace, Idaho)",1917,yes,Picture of Cleveland and Morning No. 2 Mills,mills (buildings),United States--Idaho--Shoshone--Mace,Burke,47.518199,-115.822099,PG 8-X444a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/830,830
"Cleveland and Morning No. 2 Mills, Mace (Idaho) , 1917","Barnard Studio (Wallace, Idaho)",1917,yes,(old Mammoth and Standard Mills),mills (buildings),United States--Idaho--Shoshone--Mace,Burke,47.518221,-115.822096,PG 8-X444b,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/831,831
"Wallace (Idaho), 1917","Barnard Studio (Wallace, Idaho)",1917,yes,McGrath Apartments Taken Feb 14th,apartment dwellings,United States--Idaho--Shoshone--Wallace,Wallace,,,PG 8-X445,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/832,832
"Hercules Mine, Burke (Idaho), 1905","Barnard Studio (Wallace, Idaho)",1905,yes,Tincup group hand mining with double jack,mine structuresminers,United States--Idaho--Shoshone--Burke,Burke,47.599107,-115.836499,PG 8-X433,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/833,833
"Mullan (Idaho), 1903","Barnard Studio (Wallace, Idaho)",1903,yes,S Bridge Wreck about Mullan during winter,winterbridge failurestrains,United States--Idaho--Shoshone--Mullan,Mullan,47.471156,-115.729656,PG 8-X436,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/834,834
"Gem (Idaho), 1917","Barnard Studio (Wallace, Idaho)",1917,yes,Northern Pacific R.R. Tracks where Mrs. Roscoe Day lost a limb,railroads,United States--Idaho--Shoshone--Gem,Burke,47.507044,-115.872001,PG 8-X447a,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/835,835
Mullan (Idaho),"Barnard Studio (Wallace, Idaho)",1908,yes,Panoramic view of the town,mining towns,United States--Idaho--Shoshone--Mullan,Mullan,47.470011,-115.787011,PG 8-X443,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/836,836
"Mace (Idaho), 1894","Barnard Studio (Wallace, Idaho)",1894,yes,Snow Slide. Vertical view of snow cut in slide,snow storms,United States--Idaho--Shoshone--Mace,Burke,47.518988,-115.824405,PG 8-X434,"PG 8, Barnard-Stockbridge Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/sp",8x10 black and white glass negative,image;stillimage,http://digital.lib.uidaho.edu:80/cdm/ref/collection/bar-stock/id/837,837
