title,creator,description,date,subjects,origin,destination,location,source,format,type,rights,language,object-id
"Letter from Frederick Burbidge to Alex Granger, May 29, 1899 [01]","Burbidge, Frederick",Burbidge inquires as to the payment of drafts.,1899-05-29,accounting; pay; invoices,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,274
"Letter from Frederick Burbidge to Alex Granger, May 29, 1899 [02]","Burbidge, Frederick","Burbidge provides instructions for undercover employees; handwritten, 3 pages.",1899-05-29,detectives; undercover; miners,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,275
"Unsigned letter to Alex Granger, May 31, 1899",,An unsigned letter regarding a package of maps that an individual named Kinzie can identify and reference upon their arrival.,1899-05-31,maps,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,276
"Telegram from Frederick Burbidge to Alex Granger, June 01, 1899","Burbidge, Frederick",Telegram written in code.,1899-06-01,codes; drafting,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,277
"Letter from F.W. Bradley to Alex Granger, June 02, 1899","Bradley, F.W.",Bradley requests that Granger hire a skilled and trustworthy map maker; 2 pages.,1899-06-02,hiring; maps; drafting,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,278
"Telegram from F.W. Bradley to Alex Granger, June 03, 1899","Bradley, F.W.",Telegram regarding travel plans.,1899-06-03,travel,United States--Washington--Spokane County--Spokane,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,279
"Telegram from F.W. Bradley to Alex Granger, May 21, 1899","Bradley, F.W.",Telegram written in code.,1899-05-21,codes,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,280
"Letter from Frederick Burbidge to F.W. Bradley, June 03, 1899","Burbidge, Frederick","Burbidge explains that a mine foreman is abusing applicants; handwritten, 2 pages.",1899-06-03,foreman; miners; labor disputes,United States--Idaho--Shoshone County--Kellogg,United States--Washington--Spokane County--Spokane,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,281
"Telegram from Frederick Burbidge to Alex Granger, June 04, 1899","Burbidge, Frederick",Telegram written in code.,1899-06-04,codes,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,282
"Letter from Frederick Burbidge to Alex Granger, June 04, 1899","Burbidge, Frederick",Burbidge explains the reply by Mr. Rust about payment of drafts.,1899-06-04,pay,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,283
"Letter from Frederick Burbidge to F.W. Bradley, July 09, 1899","Burbidge, Frederick","Burbidge updates Bradley of issues regarding acquisition of one Jacquot's land; 2 p., refers to MG367-85-006.",1899-07-09,land use,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,284
"Telegram from Frederick Burbidge to Alex Granger, May 21, 1899","Burbidge, Frederick",Telegram written in code.,1899-05-21,codes,United States--Idaho--Shoshone County--Wardner,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,285
"Letter from Frederick Burbidge to F.W. Bradley, June 08, 1899","Burbidge, Frederick",Burbidge replies to many different inquiries; 2 pages.,1899-06-08,travel; freight; land use; labor disputes,United States--Idaho--Shoshone County--Kellogg,United States--Washington--Spokane County--Spokane,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,286
"Letter from Frederick Burbidge to Alex Granger, June 08, 1899","Burbidge, Frederick",Burbidge explains matters of employment.,1899-06-08,hiring; miners; labor disputes,United States--Idaho--Shoshone County--Kellogg,United States--California--San Francisco County--San Francisco,Coeur d'Alene Mining District (Idaho),"MG 367, Bunker Hill Company. Records, 1887-1984. http://archiveswest.orbiscascade.org/ark:/80444/xv65328",application/pdf,text,"Material has passed into public domain. Digital reproduction permission has been granted by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu",eng,287
