Title	Creator	Description	Date	Subject	Keywords	Relation	Contributing Institution	Publisher Digital	Digital Collection Website	Source	Identifier	Publisher	Format Original	Type	Format	Digitization Specifications	Rights	Language	Date Digital	Coverage	Latitude	Longitude	Full text	Filename	OCLC number	Date created	Date modified	Reference URL	CONTENTdm number	CONTENTdm file name	CONTENTdm file path
Dworshak Dam Project 163 (dicersion tunnel)	Curtis, A.B. Orofino	Photograph looking down at the river and diversion tunnel on August 11, 1966.	1966-08-11	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1966; August; diversion tunnel; river	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03870		color photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/657	657	658.jp2	/dworshak/image/658.jp2
Dworshak Dam Project 164 (project supervisor)	Curtis, A.B. Orofino	Photograph of Lt. Tom Curtis, so of A.B. Curtis, shown with Don Basgen, Dworshak dam Project Supervisor, in front of a large earth-moving machine.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; Tom Curtis; Don Basgen; heavy machinery; truck	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03871		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)	46.515758	-116.298196				2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/658	658	659.jp2	/dworshak/image/659.jp2
Dworshak Dam Project 165 (coffer dam)	Curtis, A.B. Orofino	Photograph of Coffer dam fill material.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1966; Coffer dam; gravel	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03872		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/659	659	660.jp2	/dworshak/image/660.jp2
Dworshak Dam Project 4 (New road)		This shows a new road the Army built up the North Fork from Ahsahka so as to get to the base of the construction. Note on back: ""There was a county road on the opposite bank from this. This road was built on the south bank. Note here the land clearing has started at elevation 1605 above sea level.""	1965	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1965; road; North Fork; Ahsahka; Army; construction; south bank	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-00697		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/660	660	661.jp2	/dworshak/image/661.jp2
Dworshak Dam Project 166 (Dam site)	Curtis, A.B. Orofino	Photograph of blasting out material at dam site.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1966; dam site; blasting	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03873		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)	46.515758	-116.298196				2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/661	661	662.jp2	/dworshak/image/662.jp2
Dworshak Dam Project 167 (project supervisor)	Curtis, A.B. Orofino	Photograph showing Mr. Curtis' son (Lt.) Tom Curtis with Don Basgen, standing by some large machinery.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1966; Tom Curtis; Don Basgen; heavy machinery; truck	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03874		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/662	662	663.jp2	/dworshak/image/663.jp2
Dworshak Dam Project 168 (Coffer dam)	Curtis, A.B. Orofino	Photograph of the Coffer dam under construction.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1966; Coffer dam; truck	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03875		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/663	663	664.jp2	/dworshak/image/664.jp2
Dworshak Dam Project 169 (dam site)	Curtis, A.B. Orofino	Photograph looking right straight at the dam site from the south side of the river.  Blasting operation for foundation of dam is marked with X.  Flood light for night work is circled.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; dam site; blasting; flood light	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03876		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)	46.515758	-116.298196				2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/664	664	665.jp2	/dworshak/image/665.jp2
Dworshak Dam Project 170 (base of dam)	Curtis, A.B. Orofino	Photograph of the very bottom of the dam, elevation about 985 above sea level.  Here you see men cleaning up the bedrock and solid granite just as you would clean the kitchen floor.  It is at this very spot that the concrete started to pour into the base.  You can see the clean granite formation, base of dam, just before the concrete was put in.	1966	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; concrete; people; granite; base of dam; bedrock	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03877		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)	46.515758	-116.298196				2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/665	665	666.jp2	/dworshak/image/666.jp2
Dworshak Dam Project 171 (diversion tunnel)	Curtis, A.B. Orofino	Photograph showing water going through the mouth of the diversion tunnel.	1967	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1967; diversion tunnel; water; truck	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03892		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/666	666	667.jp2	/dworshak/image/667.jp2
Dworshak Dam Project 172 (coffer dam)	Curtis, A.B. Orofino	Photograph of the coffer dam.	1967	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1967; coffer dam	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-03893		black and white photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/667	667	668.jp2	/dworshak/image/668.jp2
Dworshak Dam Project 173 (diversion tunnel)	Curtis, A.B. Orofino	Photograph showing the diversion tunnel in operation.  40 ft. in diameter.	1967	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1967; diversion tunnel; water	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-04019		color photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/668	668	669.jp2	/dworshak/image/669.jp2
Dworshak Dam Project 174 (clearing pool)	Curtis, A.B. Orofino	Photograph showing the clearing pool.	1967	Curtis, Bert, 1903-1985; Idaho -- Dworshak Reservoir; Dworshak Dam (Idaho);	Dworshak Dam Project; 1967; clearing pool	PG 13	University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections	University of Idaho Library Digital Initiatives, http://www.lib.uidaho.edu/digital/	http://www.lib.uidaho.edu/digital/dworshak/	PG 13, A.B. Curtis Collection, University of Idaho Library Special Collections and Archives, http://www.lib.uidaho.edu/special-collections/	13-04022		color photograph	Image;StillImage	image/jpg	JPEG displayed. Individual images saved as 800 dpi TIFFs for archival purposes.	Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho	eng	2011	Dworshak Dam (Idaho)						2011-03-16	2015-08-27	http://digital.lib.uidaho.edu:80/cdm/ref/collection/dworshak/id/669	669	670.jp2	/dworshak/image/670.jp2
